"","DATE","OPEN","HIGH","LOW","CLOSE"
"555","04/04/12",140.22,140.34,139.34,139.86
"556","04/05/12",139.38,140.2,139.26,139.79
"557","04/09/12",138.03,139.84,137.84,138.22
"558","04/10/12",137.95,138.34,135.76,135.9
"559","04/11/12",137.29,137.54,136.75,137
"560","04/12/12",137.13,138.9,137.03,138.79
"561","04/13/12",138.47,138.82,137.01,137.14
"562","04/16/12",137.84,138.04,136.58,137.05
"563","04/17/12",137.84,139.36,137.7,139.08
"564","04/18/12",138.46,139.08,138.38,138.61
"565","04/19/12",138.63,139.15,137.07,137.72
"566","04/20/12",138.43,138.83,137.87,137.95
"567","04/23/12",136.54,136.91,135.94,136.86
"568","04/24/12",136.91,137.66,136.8,137.31
"569","04/25/12",138.65,139.25,138.53,139.19
"570","04/26/12",138.89,140.32,138.81,140.16
"571","04/27/12",140.58,140.79,139.8,140.39
"572","04/30/12",140.11,140.21,139.49,139.87
"573","05/01/12",139.79,141.66,139.63,140.74
"574","05/02/12",139.92,140.46,139.46,140.32
"575","05/03/12",140.34,140.45,138.99,139.25
"576","05/04/12",138.51,139.3,136.92,137
"577","05/07/12",136.51,137.56,136.46,137.1
"578","05/08/12",136.28,136.77,134.92,136.55
"579","05/09/12",135.1,136.61,134.49,135.74
"580","05/10/12",136.68,136.85,135.71,136.02
"581","05/11/12",135.17,136.87,135.11,135.61
"582","05/14/12",134.31,135.61,133.91,134.11
"583","05/15/12",134.02,134.81,133.13,133.34
"584","05/16/12",133.94,134.55,132.8,132.83
"585","05/17/12",132.86,133.02,130.79,130.86
"586","05/18/12",131.34,131.6,129.55,129.74
"587","05/21/12",130.16,132.02,129.95,131.97
"588","05/22/12",132.31,133.23,131.34,132.2
"589","05/23/12",131.25,132.46,129.99,132.27
"590","05/24/12",132.63,132.84,131.42,132.53
"591","05/25/12",132.48,132.85,131.78,132.1
"592","05/29/12",133.16,133.93,131.17,133.7
"593","05/30/12",132.56,133.69,131.49,131.76
"594","05/31/12",131.71,132.45,130.34,131.47
"595","06/01/12",129.41,131.5,128.16,128.16
"596","06/04/12",128.39,128.74,127.14,128.1
"597","06/05/12",127.85,129.26,127.78,129.07
"598","06/06/12",129.95,132.03,129.93,131.97
"599","06/07/12",133.47,133.53,131.78,132.05
"600","06/08/12",131.71,133.13,131.29,133.1
"601","06/11/12",134.17,134.25,131.28,131.42
"602","06/12/12",131.79,133.01,131.16,132.92
"603","06/13/12",132.53,133.36,131.62,132.07
"604","06/14/12",132.34,134,131.98,133.47
"605","06/15/12",133.38,134.26,133.1,134.14
"606","06/18/12",133.58,134.73,133.28,134.4
"607","06/19/12",135.08,136.25,134.37,135.7
"608","06/20/12",135.71,136.1,134.27,135.48
"609","06/21/12",135.64,135.78,132.33,132.44
"610","06/22/12",133.13,133.71,132.62,133.46
"611","06/25/12",132.05,132.1,130.85,131.32
"612","06/26/12",131.7,132.38,130.93,131.98
"613","06/27/12",132.42,133.43,131.97,133.17
"614","06/28/12",132.29,132.99,131.28,132.79
"615","06/29/12",135.2,136.27,134.85,136.1
"616","07/02/12",136.48,136.65,135.52,136.51
"617","07/03/12",136.48,137.51,136.34,137.41
"618","07/05/12",136.9,137.8,136.29,136.79
"619","07/06/12",135.47,135.77,134.85,135.49
"620","07/09/12",135.38,135.57,134.7,135.32
"621","07/10/12",135.89,136.23,133.68,134.14
"622","07/11/12",134.21,134.6,133.38,134.16
"623","07/12/12",133.38,134.23,132.6,133.51
"624","07/13/12",133.86,135.89,133.84,135.75
"625","07/16/12",135.44,135.83,134.9,135.43
"626","07/17/12",135.97,136.64,134.55,136.36
"627","07/18/12",136.01,137.64,135.96,137.37
"628","07/19/12",137.65,138.18,137.21,137.73
"629","07/20/12",136.95,137.16,136.32,136.47
"630","07/23/12",134.47,136.39,133.84,135.09
"631","07/24/12",135.19,135.25,133.03,133.93
"632","07/25/12",134.21,134.56,133.25,133.96
"633","07/26/12",135.89,136.46,135.26,136.17
"634","07/27/12",136.89,139.07,136.14,138.68
"635","07/30/12",138.52,139.34,138.27,138.68
"636","07/31/12",138.49,138.87,137.71,137.71
"637","08/01/12",138.7,138.73,137.4,137.59
"638","08/02/12",136.55,137.57,135.58,136.64
"639","08/03/12",138.56,139.64,136.68,139.35
"640","08/06/12",139.72,140.17,139.56,139.62
"641","08/07/12",140.18,140.92,140.03,140.32
"642","08/08/12",139.85,140.65,139.81,140.49
"643","08/09/12",140.29,140.89,140.15,140.61
"644","08/10/12",140.04,140.89,139.81,140.84
"645","08/13/12",140.6,140.84,140.04,140.77
"646","08/14/12",141.29,141.38,140.37,140.79
"647","08/15/12",140.64,141.19,140.55,140.95
"648","08/16/12",141.15,142.16,140.8,141.99
"649","08/17/12",142.23,142.3,141.86,142.18
"650","08/20/12",141.98,142.22,141.59,142.19
"651","08/21/12",142.54,143.09,141.45,141.76
"652","08/22/12",141.4,142.05,141.07,141.82
"653","08/23/12",141.47,141.48,140.44,140.67
"654","08/24/12",140.36,141.83,140.22,141.51
"655","08/27/12",141.89,142.08,141.34,141.54
"656","08/28/12",141.18,141.84,140.97,141.4
"657","08/29/12",141.5,141.89,141.12,141.51
"658","08/30/12",140.9,140.94,140.19,140.49
"659","08/31/12",141.29,141.82,140.36,141.16
"660","09/04/12",141.04,141.46,140.13,141.03
"661","09/05/12",141.09,141.47,140.63,140.91
"662","09/06/12",141.76,143.78,141.75,143.77
"663","09/07/12",144.01,144.39,143.88,144.33
"664","09/10/12",144.19,144.44,143.46,143.51
"665","09/11/12",143.6,144.37,143.56,143.91
"666","09/12/12",144.39,144.55,143.9,144.39
"667","09/13/12",144.37,147.04,143.99,146.59
"668","09/14/12",146.88,148.11,146.76,147.24
"669","09/17/12",146.94,147.19,146.37,146.74
"670","09/18/12",146.49,146.81,146.25,146.62
"671","09/19/12",146.79,147.17,146.41,146.7
"672","09/20/12",146.03,146.79,145.63,146.71
"673","09/21/12",146.64,146.67,145.81,145.87
"674","09/24/12",145.15,145.98,145.04,145.65
"675","09/25/12",145.96,146.24,144.06,144.1
"676","09/26/12",144.07,144.11,142.95,143.29
"677","09/27/12",143.89,144.97,143.51,144.64
"678","09/28/12",144.09,144.56,143.46,143.97
"679","10/01/12",144.52,145.69,144.01,144.35
"680","10/02/12",144.92,145.15,143.83,144.5
"681","10/03/12",144.89,145.43,144.13,145.09
"682","10/04/12",145.64,146.34,145.44,146.13
"683","10/05/12",146.91,147.16,145.7,146.14
"684","10/08/12",145.6,146.12,145.31,145.64
"685","10/09/12",145.53,145.65,144.15,144.2
"686","10/10/12",144.18,144.32,143.09,143.28
"687","10/11/12",144.28,144.49,143.33,143.36
"688","10/12/12",143.46,143.95,142.58,142.89
"689","10/15/12",143.23,144.23,142.77,144.08
"690","10/16/12",144.76,145.64,144.66,145.54
"691","10/17/12",145.64,146.32,145.42,146.2
"692","10/18/12",145.93,146.52,145.33,145.82
"693","10/19/12",145.55,145.56,143.05,143.39
"694","10/22/12",143.15,143.67,142.28,143.41
"695","10/23/12",141.86,142.06,140.83,141.42
"696","10/24/12",141.93,142.1,140.8,141.02
"697","10/25/12",142.02,142.28,140.57,141.43
"698","10/26/12",141.3,141.84,140.39,141.35
"699","10/29/12",NA,141.35,141.35,141.35
"700","10/30/12",NA,141.35,141.35,141.35
"701","10/31/12",141.85,142.03,140.68,141.35
"702","11/01/12",141.65,143.01,141.52,142.83
"703","11/02/12",143.68,143.72,141.41,141.56
"704","11/05/12",141.35,141.72,140.93,141.47
"705","11/06/12",142.28,143.52,142.13,142.96
"706","11/07/12",141.66,141.68,139.06,139.72
"707","11/08/12",139.7,140.41,137.93,138.04
"708","11/09/12",137.62,139.44,137.55,138.16
"709","11/12/12",138.59,138.81,137.96,138.26
"710","11/13/12",137.54,139.25,137.36,137.79
"711","11/14/12",138.21,138.43,135.62,135.93
"712","11/15/12",135.98,136.49,135.18,135.7
"713","11/16/12",135.9,136.64,134.7,136.37
"714","11/19/12",137.9,139.15,136.41,139.13
"715","11/20/12",138.91,139.42,138.08,139.19
"716","11/21/12",139.31,139.57,139.03,139.45
"717","11/23/12",140.13,141.4,140.04,141.35
"718","11/26/12",140.65,141.36,140.19,141.05
"719","11/27/12",140.91,141.39,140.24,140.33
"720","11/28/12",139.76,141.54,139,141.46
"721","11/29/12",141.99,142.51,141.37,142.12
"722","11/30/12",142.14,142.42,141.66,142.16
"723","12/03/12",142.8,142.92,141.34,141.45
"724","12/04/12",141.44,141.87,140.87,141.25
"725","12/05/12",141.37,142.16,140.37,141.5
"726","12/06/12",141.37,142.04,141.16,141.98
"727","12/07/12",142.53,142.69,141.67,142.41
"728","12/10/12",142.21,142.81,142.15,142.47
"729","12/11/12",143.06,144.11,142.99,143.44
"730","12/12/12",144,144.55,143.31,143.51
"731","12/13/12",143.4,143.83,142.28,142.63
"732","12/14/12",142.32,142.58,141.88,142.11
"733","12/17/12",142.47,143.85,142.43,143.77
"734","12/18/12",144,145.5,143.79,145.37
"735","12/19/12",145.53,145.58,144.24,144.29
"736","12/20/12",144.38,145.14,143.98,145.12
"737","12/21/12",142.17,144.09,141.94,142.79
"738","12/24/12",142.48,142.56,142.19,142.35
"739","12/26/12",142.64,142.71,141.35,141.75
"740","12/27/12",141.79,142.08,139.92,141.56
"741","12/28/12",140.64,141.42,139.87,140.03
"742","12/31/12",139.66,142.56,139.54,142.41
"743","01/02/13",145.11,146.15,144.73,146.06
"744","01/03/13",145.97,146.37,145.34,145.73
"745","01/04/13",145.97,146.61,145.67,146.37
"746","01/07/13",145.85,146.44,145.43,145.97
"747","01/08/13",145.71,145.91,144.98,145.55
"748","01/09/13",145.87,146.32,145.64,145.92
"749","01/10/13",146.73,147.09,145.97,147.08
"750","01/11/13",147.04,147.15,146.61,147.07
"751","01/14/13",146.89,147.07,146.43,146.97
"752","01/15/13",146.29,147.21,146.2,147.07
"753","01/16/13",146.77,147.28,146.61,147.05
"754","01/17/13",147.7,148.42,147.14,148
"755","01/18/13",147.97,148.49,147.43,148.33
"756","01/22/13",148.33,149.13,147.98,149.13
"757","01/23/13",149.13,149.5,148.86,149.37
"758","01/24/13",149.15,150.14,149.01,149.41
"759","01/25/13",149.87,150.25,149.37,150.25
"760","01/28/13",150.29,150.33,149.51,150.07
"761","01/29/13",149.77,150.85,149.67,150.66
"762","01/30/13",150.64,150.94,149.93,150.07
"763","01/31/13",149.89,150.38,149.6,149.7
"764","02/01/13",150.65,151.42,150.39,151.24
"765","02/04/13",150.32,151.27,149.43,149.54
"766","02/05/13",150.35,151.48,150.29,151.05
"767","02/06/13",150.52,151.26,150.41,151.16
"768","02/07/13",151.21,151.35,149.86,150.96
"769","02/08/13",151.22,151.89,151.22,151.8
"770","02/11/13",151.74,151.9,151.39,151.77
"771","02/12/13",151.78,152.3,151.61,152.02
"772","02/13/13",152.33,152.61,151.72,152.15
"773","02/14/13",151.69,152.47,151.52,152.29
"774","02/15/13",152.43,152.59,151.55,152.11
"775","02/19/13",152.37,153.28,152.16,153.25
"776","02/20/13",153.14,153.19,151.26,151.34
"777","02/21/13",150.96,151.42,149.94,150.42
"778","02/22/13",151.15,151.89,150.49,151.89
"779","02/25/13",152.63,152.86,149,149
"780","02/26/13",149.72,150.2,148.73,150.02
"781","02/27/13",149.89,152.33,149.76,151.91
"782","02/28/13",151.9,152.87,151.41,151.61
"783","03/01/13",151.09,152.34,150.41,152.11
"784","03/04/13",151.76,152.92,151.52,152.92
"785","03/05/13",153.66,154.7,153.64,154.29
"786","03/06/13",154.84,154.92,154.16,154.5
"787","03/07/13",154.7,154.98,154.52,154.78
"788","03/08/13",155.46,155.65,154.66,155.44
"789","03/11/13",155.32,156.04,155.13,156.03
"790","03/12/13",155.92,156.1,155.21,155.68
"791","03/13/13",155.76,156.12,155.23,155.91
"792","03/14/13",156.31,156.8,155.91,156.73
"793","03/15/13",155.85,156.04,155.31,155.83
"794","03/18/13",154.34,155.64,154.2,154.97
"795","03/19/13",155.3,155.51,153.59,154.61
"796","03/20/13",155.52,155.95,155.26,155.69
"797","03/21/13",154.76,155.64,154.1,154.36
"798","03/22/13",154.85,155.6,154.73,155.6
"799","03/25/13",156.01,156.27,154.35,154.96
"800","03/26/13",155.59,156.23,155.42,156.19
"801","03/27/13",155.26,156.25,155,156.19
"802","03/28/13",156.09,156.85,155.75,156.67
"803","04/01/13",156.59,156.91,155.67,156.05
"804","04/02/13",156.61,157.21,156.37,156.82
"805","04/03/13",156.91,157.03,154.82,155.23
"806","04/04/13",155.43,156.17,155.09,155.86
"807","04/05/13",153.95,155.35,153.77,155.16
"808","04/08/13",155.27,156.22,154.75,156.21
"809","04/09/13",156.5,157.32,155.98,156.75
"810","04/10/13",157.17,158.87,157.13,158.67
"811","04/11/13",158.7,159.71,158.54,159.19
"812","04/12/13",158.68,159.04,157.92,158.8
"813","04/15/13",158,158.13,155.1,155.12
"814","04/16/13",156.29,157.49,155.91,157.41
"815","04/17/13",156.29,156.32,154.28,155.11
"816","04/18/13",155.37,155.41,153.55,154.14
"817","04/19/13",154.5,155.55,154.12,155.48
"818","04/22/13",155.78,156.54,154.75,156.17
"819","04/23/13",156.95,157.93,156.17,157.78
"820","04/24/13",157.83,158.3,157.54,157.88
"821","04/25/13",158.34,159.27,158.1,158.52
"822","04/26/13",158.33,158.6,157.73,158.24
"823","04/29/13",158.67,159.65,158.42,159.3
"824","04/30/13",159.27,159.72,158.61,159.68
"825","05/01/13",159.33,159.41,158.1,158.28
"826","05/02/13",158.68,159.89,158.53,159.75
"827","05/03/13",161.14,161.88,159.78,161.37
"828","05/06/13",161.48,162.01,161.42,161.78
"829","05/07/13",162.13,162.65,161.67,162.6
"830","05/08/13",162.42,163.39,162.33,163.34
"831","05/09/13",163.27,163.7,162.47,162.88
"832","05/10/13",162.99,163.55,162.51,163.41
"833","05/13/13",163.2,163.81,162.82,163.54
"834","05/14/13",163.72,165.35,163.67,165.23
"835","05/15/13",164.96,166.45,164.91,166.12
"836","05/16/13",165.78,166.36,165.09,165.34
"837","05/17/13",165.95,167.04,165.73,166.94
"838","05/20/13",166.78,167.58,166.61,166.93
"839","05/21/13",167.08,167.8,166.5,167.17
"840","05/22/13",167.34,169.07,165.17,165.93
"841","05/23/13",164.16,165.91,163.94,165.45
"842","05/24/13",164.47,165.38,163.98,165.31
"843","05/28/13",167.04,167.78,165.81,166.3
"844","05/29/13",165.42,165.8,164.34,165.22
"845","05/30/13",165.35,166.59,165.22,165.83
"846","05/31/13",165.37,166.31,164.58,164.89
"847","06/03/13",163.83,164.46,162.66,164.35
"848","06/04/13",164.44,165.1,162.73,163.56
"849","06/05/13",163.09,163.42,161.13,161.27
"850","06/06/13",161.2,162.74,160.25,162.73
"851","06/07/13",163.85,164.95,163.14,164.8
"852","06/10/13",165.31,165.4,164.37,164.8
"853","06/11/13",163.3,164.54,162.74,163.1
"854","06/12/13",164.22,164.39,161.6,161.77
"855","06/13/13",161.66,164.5,161.3,164.21
"856","06/14/13",164.03,164.67,162.91,163.18
"857","06/17/13",164.29,165.22,163.22,164.44
"858","06/18/13",164.53,165.99,164.52,165.74
"859","06/19/13",165.6,165.89,163.38,163.45
"860","06/20/13",161.86,162.1,158.98,159.4
"861","06/21/13",159.64,159.76,157.47,159.07
"862","06/24/13",157.41,158.43,155.73,157.06
"863","06/25/13",158.48,160.1,157.42,158.57
"864","06/26/13",159.87,160.5,159.25,160.14
"865","06/27/13",161.11,161.82,160.95,161.08
"866","06/28/13",160.63,161.4,159.86,160.42
"867","07/01/13",161.26,162.48,161.08,161.36
"868","07/02/13",161.12,162.3,160.5,161.21
"869","07/03/13",160.48,161.77,160.22,161.28
"870","07/05/13",162.47,163.08,161.3,163.02
"871","07/08/13",163.86,164.39,163.58,163.95
"872","07/09/13",164.98,165.33,164.27,165.13
"873","07/10/13",164.97,165.75,164.63,165.19
"874","07/11/13",167.11,167.61,165.18,167.44
"875","07/12/13",167.39,167.93,167.13,167.51
"876","07/15/13",167.97,168.39,167.68,168.16
"877","07/16/13",168.26,168.36,167.07,167.53
"878","07/17/13",168.16,168.48,167.73,167.95
"879","07/18/13",168.31,169.27,168.2,168.87
"880","07/19/13",168.52,169.23,168.31,169.17
"881","07/22/13",169.41,169.74,169.01,169.5
"882","07/23/13",169.8,169.83,169.05,169.14
"883","07/24/13",169.79,169.86,168.18,168.52
"884","07/25/13",168.22,169.08,167.94,168.93
"885","07/26/13",168.22,169.16,167.52,169.11
"886","07/29/13",168.68,169.06,168.11,168.59
"887","07/30/13",169.1,169.28,168.19,168.59
"888","07/31/13",168.94,169.85,168.49,168.71
"889","08/01/13",169.99,170.81,169.9,170.66
"890","08/02/13",170.28,170.97,170.05,170.95
"891","08/05/13",170.57,170.96,170.35,170.7
"892","08/06/13",170.37,170.74,169.35,169.73
"893","08/07/13",169.19,169.43,168.55,169.18
"894","08/08/13",169.98,170.18,168.93,169.8
"895","08/09/13",169.58,170.1,168.72,169.31
"896","08/12/13",168.46,169.31,168.38,169.11
"897","08/13/13",169.41,169.9,168.41,169.61
"898","08/14/13",169.53,169.8,168.7,168.74
"899","08/15/13",167.41,167.43,166.09,166.38
"900","08/16/13",166.06,166.63,165.5,165.83
"901","08/19/13",165.64,166.21,164.76,164.77
"902","08/20/13",165.04,166.2,164.86,165.58
"903","08/21/13",165.12,166.03,164.19,164.56
"904","08/22/13",164.9,166.3,164.89,166.06
"905","08/23/13",166.55,166.83,165.77,166.62
"906","08/26/13",166.79,167.3,165.89,166
"907","08/27/13",164.36,166,163.21,163.33
"908","08/28/13",163.26,164.49,163.05,163.91
"909","08/29/13",163.55,165.04,163.4,164.17
"910","08/30/13",164.51,164.53,163.17,163.65
"911","09/03/13",165.23,165.58,163.7,164.39
"912","09/04/13",164.43,166.03,164.14,165.75
"913","09/05/13",165.85,166.4,165.73,165.96
"914","09/06/13",166.51,166.98,164.48,166.04
"915","09/09/13",166.45,167.73,166.45,167.63
"916","09/10/13",168.64,168.9,168.26,168.87
"917","09/11/13",168.64,169.4,168.35,169.4
"918","09/12/13",169.34,169.56,168.72,168.95
"919","09/13/13",169.13,169.46,168.74,169.33
"920","09/16/13",171.16,171.24,170.04,170.31
"921","09/17/13",170.46,171.11,170.46,171.07
"922","09/18/13",171.01,173.52,170.58,173.05
"923","09/19/13",173.52,173.6,172.59,172.76
"924","09/20/13",172.33,172.33,170.58,170.72
"925","09/23/13",170.49,170.65,169.39,169.93
"926","09/24/13",169.9,170.53,169.21,169.53
"927","09/25/13",169.64,169.98,168.89,169.04
"928","09/26/13",169.32,170.17,169.05,169.69
"929","09/27/13",168.84,169.14,168.47,168.91
"930","09/30/13",167.48,168.54,167.15,168.01
"931","10/01/13",168.14,169.5,167.97,169.34
"932","10/02/13",168.35,169.34,167.83,169.18
"933","10/03/13",168.79,168.94,166.84,167.62
"934","10/04/13",167.75,169.06,167.53,168.89
"935","10/07/13",167.42,168.45,167.25,167.43
"936","10/08/13",167.4,167.62,165.36,165.48
"937","10/09/13",165.8,166.2,164.53,165.6
"938","10/10/13",167.29,169.26,167.23,169.17
"939","10/11/13",168.91,170.32,168.77,170.26
"940","10/14/13",169.21,171.08,169.08,170.94
"941","10/15/13",170.51,171.15,169.47,169.7
"942","10/16/13",170.72,172.16,170.64,172.07
"943","10/17/13",171.37,173.32,171.34,173.22
"944","10/18/13",173.86,174.51,173.51,174.39
"945","10/21/13",174.45,174.75,174.01,174.4
"946","10/22/13",174.91,175.93,174.43,175.41
"947","10/23/13",174.81,174.89,173.96,174.57
"948","10/24/13",174.92,175.37,174.51,175.15
"949","10/25/13",175.51,176,175.17,175.95
"950","10/28/13",175.89,176.47,175.7,176.23
"951","10/29/13",176.63,177.24,176.38,177.17
"952","10/30/13",177.38,177.51,175.66,176.29
"953","10/31/13",176.15,176.89,175.53,175.79
"954","11/01/13",176.02,176.61,175.22,176.21
"955","11/04/13",176.69,176.9,175.98,176.83
"956","11/05/13",176.14,176.75,175.57,176.27
"957","11/06/13",177.03,177.5,176.54,177.17
"958","11/07/13",177.5,177.64,174.76,174.93
"959","11/08/13",174.87,177.31,174.85,177.29
"960","11/11/13",177.12,177.53,176.91,177.32
"961","11/12/13",176.94,177.36,176.37,176.96
"962","11/13/13",176.09,178.42,176.09,178.38
"963","11/14/13",178.54,179.42,178.25,179.27
"964","11/15/13",179.56,180.12,179.33,180.05
"965","11/18/13",180.35,180.5,179.02,179.42
"966","11/19/13",179.33,179.87,178.72,179.04
"967","11/20/13",179.39,179.93,177.98,178.47
"968","11/21/13",178.97,180.05,178.86,179.91
"969","11/22/13",179.98,180.83,179.77,180.81
"970","11/25/13",181.13,181.17,180.37,180.63
"971","11/26/13",180.72,181.22,180.41,180.68
"972","11/27/13",180.87,181.24,180.65,181.12
"973","11/29/13",181.32,181.75,180.8,181
"974","12/02/13",181.09,181.43,180.25,180.53
"975","12/03/13",179.94,180.39,179.17,179.75
"976","12/04/13",179.1,180.48,178.35,179.73
"977","12/05/13",179.41,179.74,178.77,178.94
"978","12/06/13",180.67,181.11,180.15,180.94
"979","12/09/13",181.47,181.67,181.16,181.4
"980","12/10/13",180.98,181.36,180.64,180.75
"981","12/11/13",180.81,180.85,178.5,178.72
"982","12/12/13",178.63,178.86,177.76,178.13
"983","12/13/13",178.5,178.66,177.77,178.11
"984","12/16/13",178.95,179.81,178.9,179.22
"985","12/17/13",179.36,179.41,178.25,178.65
"986","12/18/13",178.92,181.73,177.32,181.7
"987","12/19/13",181.19,181.7,180.71,181.49
"988","12/20/13",180.67,181.99,180.57,181.56
"989","12/23/13",182.41,182.64,182.07,182.53
"990","12/24/13",182.54,183.01,182.53,182.93
"991","12/26/13",183.34,183.96,183.32,183.86
"992","12/27/13",184.1,184.18,183.66,183.85
"993","12/30/13",183.87,184.02,183.58,183.81
"994","12/31/13",184.07,184.69,183.93,184.69
"995","01/02/14",183.98,184.07,182.48,182.92
"996","01/03/14",183.21,183.6,182.63,182.89
"997","01/06/14",183.47,183.56,182.08,182.36
"998","01/07/14",183.09,183.79,182.95,183.48
"999","01/08/14",183.45,183.83,182.89,183.52
"1000","01/09/14",184.1,184.13,182.8,183.64
"1001","01/10/14",183.95,184.22,183.01,184.14
"1002","01/13/14",183.71,184.18,181.34,181.69
"1003","01/14/14",182.28,183.77,181.95,183.67
"1004","01/15/14",184.1,184.94,183.71,184.66
"1005","01/16/14",184.28,184.66,183.83,184.42
"1006","01/17/14",184.1,184.45,183.32,183.64
"1007","01/21/14",184.7,184.77,183.05,184.18
"1008","01/22/14",184.49,184.57,183.91,184.3
"1009","01/23/14",183.36,183.4,181.82,182.79
"1010","01/24/14",181.6,181.66,178.83,178.89
"1011","01/27/14",179.06,179.52,177.12,178.01
"1012","01/28/14",178.14,179.3,178.12,179.07
"1013","01/29/14",177.56,178.55,176.88,177.36
"1014","01/30/14",178.86,179.81,178.26,179.23
"1015","01/31/14",177.02,179.29,176.92,178.18
"1016","02/03/14",177.95,178.37,173.83,174.17
"1017","02/04/14",174.95,175.84,174.11,175.39
"1018","02/05/14",174.79,175.56,173.71,175.17
"1019","02/06/14",175.58,177.48,175.22,177.48
"1020","02/07/14",178.31,179.87,177.73,179.68
"1021","02/10/14",179.7,180.07,179.21,180.01
"1022","02/11/14",180.16,182.44,180.04,181.98
"1023","02/12/14",182.22,182.83,181.71,182.07
"1024","02/13/14",180.84,183.2,180.83,183.01
"1025","02/14/14",182.84,184.36,182.67,184.02
"1026","02/18/14",184.19,184.49,183.65,184.24
"1027","02/19/14",183.76,184.95,182.87,183.02
"1028","02/20/14",183.27,184.52,182.6,184.1
"1029","02/21/14",184.49,184.89,183.8,183.89
"1030","02/24/14",184.28,186.15,184.2,184.91
"1031","02/25/14",185.03,185.59,184.23,184.84
"1032","02/26/14",185.11,185.6,184.33,184.85
"1033","02/27/14",184.59,185.87,184.37,185.82
"1034","02/28/14",185.79,187.15,185.05,186.29
"1035","03/03/14",184.69,185.45,183.75,184.98
"1036","03/04/14",186.75,187.98,186.75,187.63
"1037","03/05/14",187.72,188.07,187.45,187.75
"1038","03/06/14",188.21,188.61,187.78,188.18
"1039","03/07/14",188.87,188.96,187.43,188.19
"1040","03/10/14",187.94,188.23,187.08,188.16
"1041","03/11/14",188.44,188.71,186.8,187.23
"1042","03/12/14",186.32,187.35,185.9,187.28
"1043","03/13/14",187.84,187.98,184.66,185.16
"1044","03/14/14",184.8,185.8,184.44,184.66
"1045","03/17/14",185.59,186.77,185.51,186.33
"1046","03/18/14",186.71,187.91,186.51,187.66
"1047","03/19/14",187.7,187.94,185.47,186.66
"1048","03/20/14",186.25,187.89,185.92,187.75
"1049","03/21/14",187.72,189.02,186.03,186.2
"1050","03/24/14",186.82,187.07,184.62,185.43
"1051","03/25/14",186.37,186.94,185.27,186.31
"1052","03/26/14",187.03,187.34,184.92,184.97
"1053","03/27/14",184.77,185.34,183.9,184.58
"1054","03/28/14",185.11,186.42,185,185.49
"1055","03/31/14",186.65,187.3,185.52,187.01
"1056","04/01/14",187.62,188.36,187,188.25
"1057","04/02/14",188.5,189.13,188.14,188.88
"1058","04/03/14",189.17,189.22,188.05,188.63
"1059","04/04/14",189.64,189.7,186.1,186.4
"1060","04/07/14",185.9,186.26,183.96,184.34
"1061","04/08/14",184.21,185.4,183.59,185.1
"1062","04/09/14",185.6,187.15,185.06,187.09
"1063","04/10/14",187.09,187.17,182.93,183.16
"1064","04/11/14",182.17,183.42,181.31,181.51
"1065","04/14/14",182.93,183.37,181.44,182.94
"1066","04/15/14",183.32,184.33,181.51,184.2
"1067","04/16/14",185.47,186.14,184.65,186.13
"1068","04/17/14",185.88,186.91,185.56,186.39
"1069","04/21/14",186.44,187.1,186.21,187.04
"1070","04/22/14",187.23,188.4,187.13,187.89
"1071","04/23/14",187.81,187.92,187.3,187.45
"1072","04/24/14",188.37,188.39,186.93,187.83
"1073","04/25/14",187.21,187.33,185.87,186.29
"1074","04/28/14",187.05,187.69,184.96,186.88
"1075","04/29/14",187.48,188.04,187.08,187.75
"1076","04/30/14",187.44,188.5,187.18,188.31
"1077","05/01/14",188.22,188.84,187.73,188.33
"1078","05/02/14",188.31,189.14,187.78,188.06
"1079","05/05/14",187.14,188.55,186.62,188.42
"1080","05/06/14",188,188.13,186.74,186.78
"1081","05/07/14",187.43,187.97,186.01,187.88
"1082","05/08/14",187.67,189.05,187.08,187.68
"1083","05/09/14",187.69,188.04,186.83,187.96
"1084","05/12/14",188.76,189.88,188,189.79
"1085","05/13/14",190.03,190.42,189.77,189.96
"1086","05/14/14",189.79,189.88,188.79,189.06
"1087","05/15/14",188.67,188.72,186.48,187.4
"1088","05/16/14",187.51,188.13,186.72,188.05
"1089","05/19/14",187.69,188.89,187.52,188.74
"1090","05/20/14",188.65,188.67,187.07,187.57
"1091","05/21/14",188.1,189.22,188.06,189.13
"1092","05/22/14",189.18,189.98,188.86,189.59
"1093","05/23/14",189.75,190.48,189.59,190.35
"1094","05/27/14",191.05,191.58,190.95,191.53
"1095","05/28/14",191.52,191.82,191.06,191.38
"1096","05/29/14",191.82,192.4,191.33,192.37
"1097","05/30/14",192.5,192.8,192.03,192.68
"1098","06/02/14",192.95,192.99,191.97,192.9
"1099","06/03/14",192.4,192.9,192.25,192.8
"1100","06/04/14",192.47,193.3,192.27,193.19
"1101","06/05/14",193.41,194.65,192.7,194.45
"1102","06/06/14",194.87,195.43,194.78,195.38
"1103","06/09/14",195.35,196.05,195.17,195.58
"1104","06/10/14",195.33,195.64,194.92,195.6
"1105","06/11/14",194.9,195.12,194.48,194.92
"1106","06/12/14",194.65,194.8,193.11,193.54
"1107","06/13/14",193.9,194.32,193.3,194.11
"1108","06/16/14",193.89,194.7,193.66,194.35
"1109","06/17/14",194.02,194.97,193.81,194.83
"1110","06/18/14",194.83,196.37,194.4,196.26
