Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,131111,16:00:00,, ,,,,,,,,,1,0,,,,,1771.9
,SPX 13W1465,Nov 1465 Puts,131111,16:00:00,1465,P,131115,,0.14,,0.05,,35,2055,-0.063,0.001,2.011,-11.266,-0.072,0,0.05
,SPX 13X1465,Dec 1465 Puts,131111,16:00:00,1465,P,131220,,0.67,0.15,1.1,-0.06,,4,-0.831,0.012,18.841,-6.109,-2.424,0,-1
,SPX 14M1465,Jan14 1465 Puts,131111,16:00:00,1465,P,140117,0.231,1.84,1.4,2.25,-0.005,,,-1.966,0.023,47.055,-7.908,-8.967,0,-1
,SPX 13W1470,Nov 1470 Puts,131111,16:00:00,1470,P,131115,,0.14,,0.05,,210,8491,-0.065,0.001,2.046,-11.297,-0.073,0,-1
,SPX 13X1470,Dec 1470 Puts,131111,16:00:00,1470,P,131220,0.249,0.7,0.2,0.85,-0.243,,6920,-0.871,0.013,19.563,-5.015,-2.531,0,-1
,SPX 14M1470,Jan14 1470 Puts,131111,16:00:00,1470,P,140117,0.229,1.91,1.45,2.35,-0.005,,,-2.052,0.025,48.665,-8.105,-9.335,0,-1
,SPX 14N1470,Feb14 1470 Puts,131111,16:00:00,1470,P,140221,0.215,4.48,3.7,4.9,-0.04,,,-3.87,0.037,97.647,-9.948,-26.129,0,-1
,SPX 13W1475,Nov 1475 Puts,131111,16:00:00,1475,P,131115,,0.14,,0.05,,3518,29139,-0.067,0.001,2.081,-11.33,-0.074,0,0.05
,SPX 13X1475,Dec 1475 Puts,131111,16:00:00,1475,P,131220,0.251,0.73,0.3,0.95,-0.137,401,65546,-0.913,0.013,20.321,-5.751,-2.645,0,0.75
,SPX 14M1475,Jan14 1475 Puts,131111,16:00:00,1475,P,140117,0.227,1.98,1.5,2.4,-0.015,15,13403,-2.143,0.026,50.339,-8.309,-9.722,0,2
,SPX 14N1475,Feb14 1475 Puts,131111,16:00:00,1475,P,140221,0.213,4.63,3.9,5,-0.043,2,4540,-4.016,0.038,100.389,-10.146,-27.054,0,4.1
,SPX 14O1475,Mar14 1475 Puts,131111,16:00:00,1475,P,140321,0.21,7.06,6.5,8,0.027,,29203,-6.213,0.055,140.658,-11.425,-45.838,0.001,-1
,SPX 14R1475,Jun14 1475 Puts,131111,16:00:00,1475,P,140620,0.206,18.5,17.3,19.3,-0.011,,6728,-10.914,0.067,279.152,-12.769,-141.846,0.009,-1
,SPX 14U1475,Sep14 1475 Puts,131111,16:00:00,1475,P,140919,0.205,31.2,29.4,32,-0.016,4,2040,-13.934,0.067,396.437,-12.588,-267.525,0.025,30.7
,SPX 13W1480,Nov 1480 Puts,131111,16:00:00,1480,P,131115,,0.15,0.05,0.1,,620,2428,-0.069,0.001,2.118,-11.366,-0.076,0,0.05
,SPX 13X1480,Dec 1480 Puts,131111,16:00:00,1480,P,131220,0.254,0.75,0.4,1.15,0.027,600,1900,-0.957,0.014,21.116,-6.712,-2.765,0,0.7
,SPX 14M1480,Jan14 1480 Puts,131111,16:00:00,1480,P,140117,0.225,2.06,1.6,2.5,-0.005,1,2516,-2.238,0.027,52.081,-8.602,-10.128,0,2.1
,SPX 14N1480,Feb14 1480 Puts,131111,16:00:00,1480,P,140221,0.212,4.78,4,5.2,-0.038,,,-4.168,0.04,103.214,-10.348,-28.017,0,-1
,SPX 13W1485,Nov 1485 Puts,131111,16:00:00,1485,P,131115,,0.15,0.05,0.1,,54,2692,-0.071,0.001,2.157,-11.406,-0.077,0,0.05
,SPX 13X1485,Dec 1485 Puts,131111,16:00:00,1485,P,131220,0.246,0.78,0.5,0.9,-0.103,,37,-1.004,0.015,21.95,-6.231,-2.892,0,-1
,SPX 14M1485,Jan14 1485 Puts,131111,16:00:00,1485,P,140117,0.222,2.14,1.65,2.55,-0.019,,,-2.338,0.028,53.892,-8.735,-10.554,0,-1
,SPX 13W1490,Nov 1490 Puts,131111,16:00:00,1490,P,131115,,0.15,,0.1,,466,9698,-0.073,0.001,2.197,-11.449,-0.079,0,0.05
,SPX 13X1490,Dec 1490 Puts,131111,16:00:00,1490,P,131220,0.241,0.82,0.45,0.9,-0.171,,3297,-1.055,0.016,22.827,-6.045,-3.026,0,-1
,SPX 14M1490,Jan14 1490 Puts,131111,16:00:00,1490,P,140117,0.22,2.22,1.8,2.55,-0.023,,2884,-2.444,0.03,55.777,-8.871,-11.002,0,-1
,SPX 14N1490,Feb14 1490 Puts,131111,16:00:00,1490,P,140221,0.209,5.1,4.4,5.6,-0.02,,,-4.494,0.043,109.124,-10.939,-30.065,0,-1
,SPX 13W1495,Nov 1495 Puts,131111,16:00:00,1495,P,131115,,0.15,0.05,0.1,,,1322,-0.075,0.001,2.24,-11.496,-0.08,0,-1
,SPX 13X1495,Dec 1495 Puts,131111,16:00:00,1495,P,131220,0.239,0.85,0.5,0.95,-0.141,,109,-1.108,0.017,23.747,-6.374,-3.169,0,-1
,SPX 14M1495,Jan14 1495 Puts,131111,16:00:00,1495,P,140117,0.218,2.31,1.9,2.65,-0.013,,10,-2.555,0.031,57.737,-9.188,-11.473,0,-1
,SPX 13W1500,Nov 1500 Puts,131111,16:00:00,1500,P,131115,,0.15,0.05,0.1,,28,69751,-0.078,0.001,2.284,-11.546,-0.082,0,0.1
,SPX 13X1500,Dec 1500 Puts,131111,16:00:00,1500,P,131220,0.236,0.89,0.5,1,-0.157,268,116194,-1.165,0.017,24.714,-6.488,-3.32,0,0.8
,SPX 14M1500,Jan14 1500 Puts,131111,16:00:00,1500,P,140117,0.216,2.4,2,2.75,-0.013,51,52908,-2.673,0.033,59.777,-9.424,-11.968,0,2.3
,SPX 14N1500,Feb14 1500 Puts,131111,16:00:00,1500,P,140221,0.205,5.46,4.7,5.9,-0.029,40,8158,-4.85,0.047,115.396,-11.289,-32.29,0.001,5.35
,SPX 14O1500,Mar14 1500 Puts,131111,16:00:00,1500,P,140321,0.203,8.43,7.8,9.4,0.02,12,37876,-7.456,0.065,160.986,-12.567,-54.764,0.002,8.6
,SPX 14R1500,Jun14 1500 Puts,131111,16:00:00,1500,P,140620,0.199,20.96,19.8,21.3,-0.02,205,33161,-12.492,0.077,304.413,-13.379,-160.886,0.016,20.6
,SPX 14U1500,Sep14 1500 Puts,131111,16:00:00,1500,P,140919,0.201,34.59,33,35.7,-0.007,,5258,-15.654,0.077,423.351,-13.196,-296.588,0.038,-1
,SPX 13K1505,Nov 1505 Calls,131111,16:00:00,1505,C,131115,,266.5,263.8,266.3,-0.005,,,99.978,0,0,0.343,16.482,1,-1
