Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,100415,16:00:00,, ,,,,,,,,,1,0,,,,,1211.7
,SPX 10P990,Apr 990 Puts,,,990,P,100416,,0,,,,,,0,0,0,0,0,0,
,SPX 10Q990,May 990 Puts,,,990,P,100521,,0,,,,,,0,0,0.003,-0.001,0,0,
,SPX 10R990,Jun 990 Puts,,,990,P,100618,,0,,,,,,-0.044,0.004,0.513,-0.051,-0.056,0,
,SPX 10S990,Jul 990 Puts,,,990,P,100716,,0.05,,,,,,-0.305,0.017,3.87,-0.275,-0.602,0,
,SPX 10U990,Sep 990 Puts,,,990,P,100917,,0.52,,,,,,-2.02,0.066,27.344,-1.174,-7.007,0.003,
,SPX 10X990,Dec 990 Puts,,,990,P,101217,,2.24,,,,,,-5.596,0.114,84.263,-2.251,-32.958,0.014,
,SPX 11O990,Mar11 990 Puts,,,990,P,110318,,4.73,,,,,,-8.636,0.126,146.159,-2.767,-75.302,0.031,
,SPX 10P995,Apr 995 Puts,,,995,P,100416,,0,,,,,,0,0,0,0,0,0,
,SPX 10Q995,May 995 Puts,,,995,P,100521,,0,,,,,,-0.001,0,0.006,-0.001,0,0,
,SPX 10R995,Jun 995 Puts,,,995,P,100618,,0.01,,,,,,-0.06,0.005,0.69,-0.069,-0.077,0,
,SPX 10S995,Jul 995 Puts,,,995,P,100716,,0.06,,,,,,-0.381,0.02,4.754,-0.339,-0.758,0,
,SPX 10U995,Sep 995 Puts,,,995,P,100917,,0.61,,,,,,-2.313,0.074,30.881,-1.327,-8.084,0.003,
,SPX 10X995,Dec 995 Puts,,,995,P,101217,,2.5,,,,,,-6.122,0.121,90.98,-2.43,-36.281,0.016,
,SPX 11O995,Mar11 995 Puts,,,995,P,110318,,5.16,,,,,,-9.255,0.132,154.639,-2.925,-81.118,0.035,
,SPX 10P1000,Apr 1000 Puts,,,1000,P,100416,,0,,,,,,0,0,0,0,0,0,
,SPX 10Q1000,May 1000 Puts,,,1000,P,100521,,0,,,,,,-0.001,0,0.01,-0.002,-0.001,0,
,SPX 10R1000,Jun 1000 Puts,,,1000,P,100618,,0.01,,,,,,-0.082,0.006,0.92,-0.092,-0.105,0,
,SPX 10S1000,Jul 1000 Puts,,,1000,P,100716,,0.08,,,,,,-0.472,0.025,5.804,-0.415,-0.947,0,
,SPX 10U1000,Sep 1000 Puts,,,1000,P,100917,,0.71,,,,,,-2.639,0.081,34.748,-1.495,-9.294,0.004,
,SPX 10X1000,Dec 1000 Puts,,,1000,P,101217,,2.78,,,,,,-6.682,0.129,98.003,-2.618,-39.853,0.019,
,SPX 11O1000,Mar11 1000 Puts,,,1000,P,110318,,5.62,,,,,,-9.902,0.138,163.331,-3.087,-87.244,0.038,
,SPX 10P1005,Apr 1005 Puts,,,1005,P,100416,,0,,,,,,0,0,0,0,0,0,
,SPX 10Q1005,May 1005 Puts,,,1005,P,100521,,0,,,,,,-0.002,0,0.016,-0.003,-0.001,0,
,SPX 10R1005,Jun 1005 Puts,,,1005,P,100618,,0.01,,,,,,-0.109,0.008,1.216,-0.122,-0.143,0,
,SPX 10S1005,Jul 1005 Puts,,,1005,P,100716,,0.1,,,,,,-0.582,0.029,7.042,-0.505,-1.177,0,
,SPX 10U1005,Sep 1005 Puts,,,1005,P,100917,,0.83,,,,,,-3.002,0.09,38.955,-1.677,-10.648,0.005,
,SPX 10X1005,Dec 1005 Puts,,,1005,P,101217,,3.09,,,,,,-7.278,0.137,105.325,-2.813,-43.683,0.021,
,SPX 11O1005,Mar11 1005 Puts,,,1005,P,110318,,6.11,,,,,,-10.579,0.144,172.222,-3.252,-93.689,0.043,
,SPX 10P1010,Apr 1010 Puts,,,1010,P,100416,,0,,,,,,0,0,0,0,0,0,
,SPX 10Q1010,May 1010 Puts,,,1010,P,100521,,0,,,,,,-0.003,0,0.026,-0.004,-0.002,0,
