Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,160120,16:00:00,, ,,,,,,,,,1,0,,,,,1859.4
,SPX 16N1475,Feb 1475 Puts,160120,16:00:00,1475,P,160219,0.437,2.73,2.3,3,-0.015,345,4263,-3.067,0.035,35.356,-24.93,-4.646,0,3.45
,SPX 16N1475D29,FebM 1475 Puts,160120,16:00:00,1475,P,160229,0.409,4.18,4,4.3,-0.007,,1014,-4.216,0.043,52.229,-26.2,-8.415,0.001,-1
,SPX 16O1475,Mar 1475 Puts,160120,16:00:00,1475,P,160318,0.383,7.59,7,7.8,-0.025,,7181,-6.279,0.052,86.602,-27.988,-18.43,0.007,-1
,SPX 16P1475,Apr 1475 Puts,160120,16:00:00,1475,P,160415,0.355,12.55,11.9,12.9,-0.012,,1938,-8.331,0.055,134.433,-27.409,-37.975,0.021,-1
,SPX 16P1475D29,AprM 1475 Puts,160120,16:00:00,1475,P,160429,0.347,15.39,14.7,15.5,-0.019,,51,-9.371,0.057,158.706,-27.03,-50.19,0.03,-1
,SPX 16Q1475,May 1475 Puts,160120,16:00:00,1475,P,160520,0.337,19.89,18.6,19.8,-0.035,,8,-10.676,0.058,194.338,-26.452,-71.033,0.045,-1
,SPX 16R1475,Jun 1475 Puts,160120,16:00:00,1475,P,160617,0.326,26.34,23.8,25,-0.074,,3128,-11.968,0.058,240.152,-25.301,-103.116,0.064,-1
,SPX 16U1475,Sep 1475 Puts,160120,16:00:00,1475,P,160916,0.302,40.3,39.1,40.7,-0.01,,2010,-15.487,0.06,351.821,-21.664,-210.472,0.119,-1
,SPX 16X1475,Dec 1475 Puts,160120,16:00:00,1475,P,161216,0.288,54.38,52.6,55,-0.011,,4744,-17.237,0.054,449.424,-18.842,-338.913,0.16,-1
,SPX 16N1480,Feb 1480 Puts,160120,16:00:00,1480,P,160219,0.432,2.82,2.4,3,-0.043,,32,-3.173,0.036,36.381,-24.856,-4.809,0,-1
,SPX 16N1480D29,FebM 1480 Puts,160120,16:00:00,1480,P,160229,0.407,4.3,4.1,4.5,0,,4,-4.351,0.044,53.599,-26.854,-8.687,0.002,-1
,SPX 16O1480,Mar 1480 Puts,160120,16:00:00,1480,P,160318,0.382,7.79,7.2,8,-0.006,85,51,-6.452,0.053,88.496,-28.803,-18.945,0.007,10.48
,SPX 16P1480,Apr 1480 Puts,160120,16:00:00,1480,P,160415,0.353,12.85,12.2,13.2,-0.012,,15,-8.535,0.056,136.927,-27.776,-38.912,0.023,-1
,SPX 16N1485,Feb 1485 Puts,160120,16:00:00,1485,P,160219,0.429,2.91,2.45,3.1,-0.045,,125,-3.284,0.037,37.438,-25.423,-4.977,0,-1
,SPX 16O1485,Mar 1485 Puts,160120,16:00:00,1485,P,160318,0.379,8,7.4,8.2,-0.014,66,9,-6.631,0.055,90.43,-29.024,-19.475,0.008,9.7
,SPX 16N1490,Feb 1490 Puts,160120,16:00:00,1490,P,160219,0.427,3.01,2.55,3.3,-0.027,,26,-3.399,0.039,38.527,-26.398,-5.153,0,-1
,SPX 16O1490,Mar 1490 Puts,160120,16:00:00,1490,P,160318,0.378,8.22,7.6,8.5,-0.001,5,67,-6.814,0.056,92.403,-29.859,-20.022,0.009,11.45
,SPX 16P1490,Apr 1490 Puts,160120,16:00:00,1490,P,160415,0.35,13.48,12.9,13.9,-0.006,,7,-8.959,0.059,142.033,-28.626,-40.858,0.026,-1
,SPX 16N1495,Feb 1495 Puts,160120,16:00:00,1495,P,160219,0.425,3.11,2.7,3.4,-0.019,,33,-3.518,0.04,39.649,-27.133,-5.335,0.001,-1
,SPX 16O1495,Mar 1495 Puts,160120,16:00:00,1495,P,160318,0.375,8.44,7.9,8.7,-0.012,44,11,-7.003,0.057,94.417,-30.089,-20.584,0.01,9.15
,SPX 16N1500,Feb 1500 Puts,160120,16:00:00,1500,P,160219,0.423,3.21,2.8,3.5,-0.006,2897,21950,-3.643,0.041,40.805,-28.025,-5.525,0.001,4
,SPX 16N1500D29,FebM 1500 Puts,160120,16:00:00,1500,P,160229,0.398,4.86,4.6,5,0.01,6,4488,-4.939,0.05,59.452,-29.344,-9.875,0.003,7.1
,SPX 16O1500,Mar 1500 Puts,160120,16:00:00,1500,P,160318,0.372,8.67,8.1,8.7,-0.024,5730,29707,-7.198,0.059,96.472,-30.321,-21.164,0.011,9.7
,SPX 16P1500,Apr 1500 Puts,160120,16:00:00,1500,P,160415,0.348,14.13,13.5,14.6,0.01,151,400,-9.404,0.062,147.298,-29.708,-42.904,0.03,18.7
,SPX 16P1500D29,AprM 1500 Puts,160120,16:00:00,1500,P,160429,0.338,17.2,16.5,17.3,-0.017,,1078,-10.497,0.063,172.608,-28.779,-56.263,0.041,-1
,SPX 16Q1500,May 1500 Puts,160120,16:00:00,1500,P,160520,0.329,21.94,20.7,21.9,-0.029,,,-11.826,0.064,209.153,-27.858,-78.688,0.058,-1
,SPX 16R1500,Jun 1500 Puts,160120,16:00:00,1500,P,160617,0.319,28.62,26.5,27.7,-0.053,,28172,-13.106,0.063,255.65,-26.597,-112.778,0.079,-1
,SPX 16U1500,Sep 1500 Puts,160120,16:00:00,1500,P,160916,0.296,43.64,42.4,44,-0.004,2151,4923,-16.783,0.064,370.947,-22.418,-228.197,0.137,48.5
,SPX 16X1500,Dec 1500 Puts,160120,16:00:00,1500,P,161216,0.285,58.61,57,59.5,0.002,818,21195,-18.462,0.055,470.409,-19.57,-364.74,0.179,68.8
,SPX 16N1505,Feb 1505 Puts,160120,16:00:00,1505,P,160219,0.417,3.32,2.85,3.5,-0.042,,136,-3.772,0.043,41.997,-27.828,-5.722,0.001,-1
,SPX 16O1505,Mar 1505 Puts,160120,16:00:00,1505,P,160318,0.37,8.91,8.3,9.2,-0.018,,7,-7.399,0.06,98.568,-30.932,-21.762,0.012,-1
,SPX 16N1510,Feb 1510 Puts,160120,16:00:00,1510,P,160219,0.414,3.43,2.95,3.6,-0.044,,57,-3.906,0.044,43.225,-28.466,-5.927,0.001,-1
