Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,RUT,RUT Index,151130,16:00:00,, ,,,,,,,,,1,0,,,,,1197.8
,RUT 15X1000,Dec 1000 Puts,151130,16:00:00,1000,P,151218,0.357,0.22,0.3,0.4,0.591,301,5543,-0.515,0.013,5.414,-6.928,-0.44,0,0.35
,RUT 16M1000,Jan16 1000 Puts,151130,16:00:00,1000,P,160115,0.279,1.5,1.35,1.7,0.013,109,3334,-2.631,0.047,30.221,-9.037,-4.922,0,1.5
,RUT 16N1000,Feb16 1000 Puts,151130,16:00:00,1000,P,160219,0.268,5.25,4.7,5.2,-0.057,,8,-6.102,0.074,78.419,-12.473,-20.517,0.004,-1
,RUT 16O1000,Mar16 1000 Puts,151130,16:00:00,1000,P,160318,0.265,9.22,7.8,9,-0.089,,904,-8.181,0.08,116.904,-13.54,-39.241,0.012,-1
,RUT 16R1000,Jun16 1000 Puts,151130,16:00:00,1000,P,160617,0.256,19.99,18.9,20.7,-0.009,140,2297,-14.561,0.106,210.058,-13.164,-111.677,0.049,20.08
,RUT 16U1000,Sep16 1000 Puts,151130,16:00:00,1000,P,160916,0.252,31.44,29.5,32.1,-0.02,,253,-17.947,0.102,287.295,-12.016,-203.914,0.087,-1
,RUT 15X1010,Dec 1010 Puts,151130,16:00:00,1010,P,151218,0.346,0.26,0.35,0.45,0.538,226,4200,-0.625,0.016,6.357,-7.675,-0.529,0,0.34
,RUT 16M1010,Jan16 1010 Puts,151130,16:00:00,1010,P,160115,0.273,1.72,1.55,1.95,0.012,219,5891,-3.041,0.055,33.91,-9.928,-5.663,0,1.63
,RUT 16N1010,Feb16 1010 Puts,151130,16:00:00,1010,P,160219,0.264,5.79,5.3,5.9,-0.033,,10,-6.765,0.082,84.504,-13.485,-22.64,0.006,-1
,RUT 16O1010,Mar16 1010 Puts,151130,16:00:00,1010,P,160318,0.261,9.92,8.8,9.8,-0.062,,18,-8.891,0.087,123.645,-14.311,-42.405,0.016,-1
,RUT 16R1010,Jun16 1010 Puts,151130,16:00:00,1010,P,160617,0.252,21.32,20.1,22.1,-0.01,,,-15.559,0.114,218.857,-13.521,-118.952,0.059,-1
,RUT 16U1010,Sep16 1010 Puts,151130,16:00:00,1010,P,160916,0.25,33.19,31.4,34.4,-0.009,,,-18.949,0.109,296.436,-12.32,-214.794,0.1,-1
,RUT 15L1020,Dec 1020 Calls,151130,16:00:00,1020,C,151218,,177.87,175.6,180.4,0.001,,227,98.617,0.024,14.815,-14.673,48.836,1,-1
,RUT 16A1020,Jan16 1020 Calls,151130,16:00:00,1020,C,160115,,178.59,175.4,180.2,-0.004,,211,96.136,0.055,46.033,-14.374,120.112,0.999,-1
,RUT 16B1020,Feb16 1020 Calls,151130,16:00:00,1020,C,160219,,182.11,178.3,182.2,-0.01,,,92.726,0.075,98.905,-17.119,197.961,0.991,-1
,RUT 16C1020,Mar16 1020 Calls,151130,16:00:00,1020,C,160318,,183.3,180.6,184.3,-0.005,,,89.713,0.101,127.245,-15.318,260.131,0.978,-1
,RUT 16F1020,Jun16 1020 Calls,151130,16:00:00,1020,C,160617,0.239,191.23,188.6,193.2,-0.002,,,82.966,0.121,221.7,-13.968,436.499,0.929,-1
,RUT 16I1020,Sep16 1020 Calls,151130,16:00:00,1020,C,160916,0.235,199.69,197.1,202.2,0,,,79.066,0.117,297.527,-13.109,594.658,0.886,-1
,RUT 15X1020,Dec 1020 Puts,151130,16:00:00,1020,P,151218,0.334,0.31,0.4,0.5,0.452,616,2337,-0.761,0.02,7.488,-8.379,-0.638,0,0.41
,RUT 16M1020,Jan16 1020 Puts,151130,16:00:00,1020,P,160115,0.265,1.98,1.8,2.05,-0.03,80,2106,-3.521,0.063,38.042,-10.588,-6.524,0.001,1.91
,RUT 16N1020,Feb16 1020 Puts,151130,16:00:00,1020,P,160219,0.259,6.38,5.9,6.5,-0.028,,150,-7.504,0.091,91.001,-14.247,-24.996,0.009,-1
,RUT 16O1020,Mar16 1020 Puts,151130,16:00:00,1020,P,160318,0.257,10.68,9.7,10.7,-0.045,,109,-9.67,0.095,130.719,-15.033,-45.855,0.022,-1
