Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,RUT,RUT Index,130425,16:00:00,, ,,,,,,,,,1,0,,,,,940.3
,RUT 13Q760,May 760 Puts,130425,16:00:00,760,P,130517,,0.24,0.1,0.2,,111,1615,-0.621,0.017,5.303,-4.178,-0.488,0,0.2
,RUT 13R760,Jun 760 Puts,130425,16:00:00,760,P,130621,0.287,1.23,1.1,1.25,-0.041,20,1712,-2.606,0.055,24.379,-5.895,-4.372,0.003,1.2
,RUT 13S760,Jul 760 Puts,130425,16:00:00,760,P,130719,0.273,2.65,2.3,3,-0.004,36,183,-4.51,0.076,46.084,-7.296,-11.281,0.011,2.42
,RUT 13T760,Aug 760 Puts,130425,16:00:00,760,P,130816,0.266,4.69,3.9,5,-0.051,,5,-6.061,0.082,70.932,-8.07,-21.969,0.024,-1
,RUT 13U760,Sep 760 Puts,130425,16:00:00,760,P,130920,0.258,7.11,6.4,7.3,-0.041,2,264,-8.368,0.099,98.226,-8.36,-37.509,0.043,6.15
,RUT 13V760,Oct 760 Puts,130425,16:00:00,760,P,131018,0.257,9.12,8.4,9.9,0.003,,,-9.971,0.108,118.937,-8.612,-51.939,0.059,-1
,RUT 13W760,Nov 760 Puts,130425,16:00:00,760,P,131115,0.255,11.61,10.7,12.2,-0.014,,,-11.346,0.111,140.631,-8.691,-69.381,0.074,-1
,RUT 13X760,Dec 760 Puts,130425,16:00:00,760,P,131220,0.254,14.73,13.6,15.3,-0.019,,32,-12.809,0.112,165.744,-8.681,-93.029,0.092,-1
,RUT 14O760,Mar14 760 Puts,130425,16:00:00,760,P,140321,0.25,21.87,19.9,23.8,-0.001,,,-15.829,0.114,220.501,-8.237,-158.819,0.132,-1
,RUT 13Q765,May 765 Puts,130425,16:00:00,765,P,130517,0.343,0.27,0.15,0.2,-0.37,11,711,-0.686,0.019,5.767,-3.077,-0.537,0,0.15
,RUT 13R765,Jun 765 Puts,130425,16:00:00,765,P,130621,0.284,1.34,1.25,1.35,-0.037,4,259,-2.841,0.06,26.149,-6.259,-4.759,0.003,1.1
,RUT 13S765,Jul 765 Puts,130425,16:00:00,765,P,130719,0.272,2.85,2.5,3.3,0.018,,243,-4.845,0.081,48.738,-7.786,-12.105,0.013,-1
