Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,RUT,RUT Index,130626,16:00:00,, ,,,,,,,,,1,0,,,,,964.1
,RUT 13S775,Jul 775 Puts,130626,16:00:00,775,P,130719,,0.13,0.1,0.2,,,617,-0.461,0.016,3.529,-2.449,-0.312,0,-1
,RUT 13T775,Aug 775 Puts,130626,16:00:00,775,P,130816,0.318,1.47,1.3,1.5,-0.048,,59,-2.997,0.06,25.503,-7.596,-4.412,0.001,-1
,RUT 13U775,Sep 775 Puts,130626,16:00:00,775,P,130920,0.305,4.18,3.8,4.5,-0.01,5,16,-6.251,0.09,58.35,-10.236,-15.357,0.008,4
,RUT 13V775,Oct 775 Puts,130626,16:00:00,775,P,131018,0.297,6.84,6,7.3,-0.028,,,-8.435,0.101,84.66,-10.86,-27.953,0.018,-1
,RUT 13W775,Nov 775 Puts,130626,16:00:00,775,P,131115,0.292,9.68,8.7,10,-0.034,,,-10.357,0.108,109.474,-11.053,-43.084,0.031,-1
,RUT 13X775,Dec 775 Puts,130626,16:00:00,775,P,131220,0.286,12.94,12.1,13.1,-0.026,,2674,-12.435,0.115,136.624,-10.867,-63.63,0.048,-1
,RUT 13S780,Jul 780 Puts,130626,16:00:00,780,P,130719,0.342,0.15,0.15,0.2,,28,578,-0.524,0.018,3.946,-2.983,-0.353,0,0.15
,RUT 13T780,Aug 780 Puts,130626,16:00:00,780,P,130816,0.313,1.59,1.4,1.55,-0.069,22,361,-3.244,0.065,27.206,-7.867,-4.773,0.001,1.5
,RUT 13U780,Sep 780 Puts,130626,16:00:00,780,P,130920,0.302,4.45,4.1,4.7,-0.009,10,572,-6.644,0.096,61.159,-10.637,-16.321,0.01,4.61
,RUT 13V780,Oct 780 Puts,130626,16:00:00,780,P,131018,0.294,7.2,6.4,7.5,-0.035,,56,-8.875,0.106,87.904,-11.083,-29.406,0.021,-1
,RUT 13W780,Nov 780 Puts,130626,16:00:00,780,P,131115,0.289,10.13,9.2,10.3,-0.038,,2,-10.83,0.113,113.031,-11.274,-45.048,0.035,-1
,RUT 13X780,Dec 780 Puts,130626,16:00:00,780,P,131220,0.285,13.49,12.8,13.6,-0.021,,118,-12.947,0.119,140.514,-11.133,-66.262,0.053,-1
,RUT 14O780,Mar14 780 Puts,130626,16:00:00,780,P,140321,0.278,22.46,20.4,24,-0.012,,,-15.797,0.116,203.579,-10.338,-132.07,0.097,-1
,RUT 13S785,Jul 785 Puts,130626,16:00:00,785,P,130719,0.339,0.17,0.15,0.25,0.176,4,184,-0.595,0.02,4.412,-3.398,-0.401,0,0.15
,RUT 13T785,Aug 785 Puts,130626,16:00:00,785,P,130816,0.312,1.73,1.55,1.75,-0.04,17,48,-3.511,0.07,29.014,-8.537,-5.164,0.001,1.87
,RUT 13U785,Sep 785 Puts,130626,16:00:00,785,P,130920,0.299,4.74,4.4,5,-0.008,,19,-7.061,0.101,64.074,-11.048,-17.343,0.012,-1
,RUT 13V785,Oct 785 Puts,130626,16:00:00,785,P,131018,0.292,7.58,6.8,7.9,-0.03,,121,-9.337,0.111,91.239,-11.457,-30.932,0.025,-1
,RUT 13W785,Nov 785 Puts,130626,16:00:00,785,P,131115,0.288,10.6,9.7,11,-0.024,,,-11.324,0.117,116.662,-11.677,-47.097,0.04,-1
,RUT 13X785,Dec 785 Puts,130626,16:00:00,785,P,131220,0.283,14.06,13.4,14.3,-0.014,250,294,-13.477,0.124,144.464,-11.399,-68.993,0.059,14
,RUT 13S790,Jul 790 Puts,130626,16:00:00,790,P,130719,0.33,0.2,0.15,0.25,0,5,809,-0.676,0.023,4.934,-3.389,-0.455,0,0.23
,RUT 13T790,Aug 790 Puts,130626,16:00:00,790,P,130816,0.309,1.87,1.7,1.9,-0.037,24,507,-3.801,0.075,30.932,-9.072,-5.586,0.002,1.8
,RUT 13U790,Sep 790 Puts,130626,16:00:00,790,P,130920,0.297,5.04,4.7,5.4,0.002,,255,-7.503,0.107,67.096,-11.525,-18.427,0.014,-1
,RUT 13V790,Oct 790 Puts,130626,16:00:00,790,P,131018,0.289,7.98,7.2,8.4,-0.023,,440,-9.823,0.117,94.663,-11.836,-32.534,0.029,-1
,RUT 13W790,Nov 790 Puts,130626,16:00:00,790,P,131115,0.285,11.09,10.2,11.2,-0.035,,20,-11.84,0.122,120.366,-11.857,-49.235,0.045,-1
,RUT 13X790,Dec 790 Puts,130626,16:00:00,790,P,131220,0.282,14.65,14,15.1,-0.007,,20,-14.027,0.128,148.469,-11.706,-71.828,0.065,-1
,RUT 14O790,Mar14 790 Puts,130626,16:00:00,790,P,140321,0.274,23.96,22,25.5,-0.009,,,-16.96,0.128,212.025,-10.635,-140.777,0.112,-1
,RUT 13S795,Jul 795 Puts,130626,16:00:00,795,P,130719,0.33,0.22,0.2,0.3,0.136,,308,-0.769,0.026,5.518,-4.062,-0.517,0,-1
