Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,RUT,RUT Index,131204,16:00:00,, ,,,,,,,,,1,0,,,,,1121.5
,RUT 13X920,Dec 920 Puts,131204,16:00:00,920,P,131220,0.403,0.29,0.2,0.35,-0.034,62,1590,-0.465,0.009,5.721,-6.443,-0.453,0,0.3
,RUT 14M920,Jan14 920 Puts,131204,16:00:00,920,P,140117,0.297,1.07,0.85,1.4,0.056,13,170,-1.948,0.037,22.11,-7.575,-3.365,0,1.3
,RUT 14N920,Feb14 920 Puts,131204,16:00:00,920,P,140221,0.27,3.51,2.75,3.8,-0.068,1,102,-4.573,0.063,58.32,-9.524,-14.102,0.001,3.15
,RUT 14O920,Mar14 920 Puts,131204,16:00:00,920,P,140321,0.263,6.36,5.4,6,-0.104,,99,-6.606,0.074,90.772,-10.517,-28.22,0.003,-1
,RUT 14R920,Jun14 920 Puts,131204,16:00:00,920,P,140620,0.258,15.95,14.6,16.7,-0.019,,188,-12.24,0.097,179.139,-11.473,-90.479,0.024,-1
,RUT 14U920,Sep14 920 Puts,131204,16:00:00,920,P,140919,0.255,26.57,24.2,26.8,-0.04,,1,-14.967,0.099,253.296,-10.805,-172.881,0.052,-1
,RUT 13X930,Dec 930 Puts,131204,16:00:00,930,P,131220,0.391,0.32,0.25,0.4,0,2,1089,-0.534,0.011,6.377,-7.175,-0.512,0,0.3
,RUT 14M930,Jan14 930 Puts,131204,16:00:00,930,P,140117,0.302,1.23,1.05,2.25,0.341,,1039,-2.261,0.043,24.932,-9.998,-3.885,0,-1
,RUT 14N930,Feb14 930 Puts,131204,16:00:00,930,P,140221,0.265,3.9,3.4,4.1,-0.038,,66,-5.121,0.07,63.492,-10.354,-15.714,0.001,-1
,RUT 14O930,Mar14 930 Puts,131204,16:00:00,930,P,140321,0.259,6.92,6.1,6.7,-0.075,,242,-7.257,0.081,97.041,-11.269,-30.845,0.005,-1
,RUT 14R930,Jun14 930 Puts,131204,16:00:00,930,P,140620,0.253,17.06,15.2,18,-0.028,50,1,-13.124,0.103,187.522,-11.727,-96.799,0.031,16.3
,RUT 14U930,Sep14 930 Puts,131204,16:00:00,930,P,140919,0.252,28,25.3,29.5,-0.021,,86,-16.003,0.112,262.021,-11.116,-182.425,0.062,-1
,RUT 13X940,Dec 940 Puts,131204,16:00:00,940,P,131220,0.375,0.36,0.25,0.45,-0.028,88,1968,-0.618,0.013,7.14,-7.635,-0.583,0,0.4
,RUT 14M940,Jan14 940 Puts,131204,16:00:00,940,P,140117,0.28,1.41,1.35,1.5,0.007,105,649,-2.63,0.051,28.13,-8.836,-4.494,0,1.42
