Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,RUT,RUT Index,130208,16:00:00,, ,,,,,,,,,1,0,,,,,913.8
,RUT 13N750,Feb 750 Puts,130208,16:00:00,750,P,130215,,0.08,,0.05,,,3779,-0.093,0.002,1.431,-4.381,-0.068,0,-1
,RUT 13O750,Mar 750 Puts,130208,16:00:00,750,P,130315,0.292,0.46,0.3,0.5,-0.13,5,2804,-0.986,0.024,10.676,-3.951,-1.339,0,0.46
,RUT 13P750,Apr 750 Puts,130208,16:00:00,750,P,130419,0.254,1.56,1.25,1.7,-0.051,4,1102,-3.104,0.063,32.24,-5.604,-6.697,0,1.55
,RUT 13Q750,May 750 Puts,130208,16:00:00,750,P,130517,0.247,3.12,2.75,3.2,-0.045,4,119,-5.119,0.085,55.547,-6.779,-15.172,0,3.1
,RUT 13R750,Jun 750 Puts,130208,16:00:00,750,P,130621,0.242,5.59,4.9,5.6,-0.059,100,3340,-7.422,0.101,85.586,-7.511,-30.073,0.001,5.36
,RUT 13S750,Jul 750 Puts,130208,16:00:00,750,P,130719,0.24,7.47,6.8,7.8,-0.023,,,-9.383,0.116,106.834,-7.83,-43.583,0.002,-1
,RUT 13U750,Sep 750 Puts,130208,16:00:00,750,P,130920,0.238,12.7,11.8,12.8,-0.031,,274,-12.342,0.121,154.441,-8.034,-82.633,0.007,-1
,RUT 13X750,Dec 750 Puts,130208,16:00:00,750,P,131220,0.24,20.86,19.3,21.5,-0.022,,2329,-15.55,0.124,213.97,-7.971,-151.395,0.02,-1
,RUT 13N755,Feb 755 Puts,130208,16:00:00,755,P,130215,,0.08,,0.05,,,,-0.1,0.002,1.503,-4.49,-0.071,0,-1
,RUT 13O755,Mar 755 Puts,130208,16:00:00,755,P,130315,0.287,0.49,0.35,0.5,-0.122,,279,-1.082,0.027,11.501,-4.186,-1.46,0,-1
,RUT 13P755,Apr 755 Puts,130208,16:00:00,755,P,130419,0.253,1.69,1.5,1.85,-0.006,,41,-3.38,0.069,34.474,-6.111,-7.272,0,-1
,RUT 13Q755,May 755 Puts,130208,16:00:00,755,P,130517,0.245,3.35,3,3.5,-0.03,,,-5.498,0.091,58.63,-7.172,-16.26,0,-1
,RUT 13R755,Jun 755 Puts,130208,16:00:00,755,P,130621,0.241,5.91,5.2,6.2,-0.036,,7,-7.871,0.107,89.28,-7.884,-31.829,0.001,-1
,RUT 13S755,Jul 755 Puts,130208,16:00:00,755,P,130719,0.238,7.89,7.2,8.2,-0.024,,,-9.909,0.122,111.049,-8.063,-45.983,0.002,-1
,RUT 13U755,Sep 755 Puts,130208,16:00:00,755,P,130920,0.236,13.26,12.4,13.5,-0.023,,,-12.933,0.134,159.022,-8.231,-86.267,0.009,-1
