Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,RUT,RUT Index,131121,16:00:00,, ,,,,,,,,,1,0,,,,,1119.7
,RUT 13X900,Dec 900 Puts,131121,16:00:00,900,P,131220,0.339,0.28,0.35,0.4,0.357,98,4622,-0.524,0.011,6.927,-4.82,-0.727,0,0.38
,RUT 14M900,Jan14 900 Puts,131121,16:00:00,900,P,140117,0.272,0.91,0.85,0.9,-0.033,5,704,-1.683,0.032,21.394,-4.885,-3.598,0,0.9
,RUT 14N900,Feb14 900 Puts,131121,16:00:00,900,P,140221,0.262,2.95,2.4,3.2,-0.051,,,-3.898,0.053,54.22,-7.398,-13.622,0,-1
,RUT 14O900,Mar14 900 Puts,131121,16:00:00,900,P,140321,0.26,5.33,4.6,5.5,-0.053,,608,-5.972,0.069,83.959,-8.778,-26.503,0.002,-1
,RUT 14R900,Jun14 900 Puts,131121,16:00:00,900,P,140620,0.253,13.69,11.4,14.7,-0.044,30,635,-11.171,0.091,167.539,-9.756,-83.593,0.016,13.89
,RUT 14U900,Sep14 900 Puts,131121,16:00:00,900,P,140919,0.252,23.36,20.6,23.9,-0.048,,42,-13.425,0.089,240.181,-9.679,-160.721,0.038,-1
,RUT 13X910,Dec 910 Puts,131121,16:00:00,910,P,131220,0.324,0.32,0.3,0.45,0.187,1,701,-0.61,0.013,7.854,-4.786,-0.838,0,0.39
,RUT 14M910,Jan14 910 Puts,131121,16:00:00,910,P,140117,0.267,1.05,0.9,1.2,0,,521,-1.959,0.037,24.239,-5.576,-4.171,0,-1
,RUT 14N910,Feb14 910 Puts,131121,16:00:00,910,P,140221,0.256,3.29,2.65,3.5,-0.064,,,-4.373,0.06,59.244,-7.883,-15.221,0.001,-1
,RUT 14O910,Mar14 910 Puts,131121,16:00:00,910,P,140321,0.256,5.85,5.1,6.1,-0.043,,175,-6.584,0.076,90.27,-9.332,-29.13,0.003,-1
,RUT 14R910,Jun14 910 Puts,131121,16:00:00,910,P,140620,0.254,14.71,13.7,16,0.01,30,25,-12.007,0.097,176.086,-10.498,-89.764,0.021,14.95
,RUT 14U910,Sep14 910 Puts,131121,16:00:00,910,P,140919,0.251,24.66,22.3,26,-0.021,,7,-14.358,0.1,249.04,-10.067,-169.864,0.046,-1
,RUT 13X920,Dec 920 Puts,131121,16:00:00,920,P,131220,0.314,0.36,0.35,0.5,0.194,,1700,-0.713,0.016,8.933,-5.233,-0.971,0,-1
,RUT 14M920,Jan14 920 Puts,131121,16:00:00,920,P,140117,0.264,1.22,1.2,1.35,0.049,19,96,-2.284,0.043,27.462,-6.406,-4.842,0,1.45
,RUT 14N920,Feb14 920 Puts,131121,16:00:00,920,P,140221,0.251,3.67,3.3,3.6,-0.06,,1,-4.909,0.067,64.703,-8.454,-17.018,0.002,-1
,RUT 14O920,Mar14 920 Puts,131121,16:00:00,920,P,140321,0.251,6.42,5.7,6.6,-0.042,,99,-7.259,0.083,96.987,-9.855,-32.027,0.005,-1
,RUT 14R920,Jun14 920 Puts,131121,16:00:00,920,P,140620,0.247,15.81,13.8,17.2,-0.02,,138,-12.902,0.103,184.88,-10.641,-96.365,0.027,-1
,RUT 14U920,Sep14 920 Puts,131121,16:00:00,920,P,140919,0.249,26.06,24,27.6,-0.01,,,-15.357,0.107,258.08,-10.35,-179.57,0.056,-1
