Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Asked,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,151002,16:00:00,, ,,,,,,,,,1,0,,,,,1951.3
,SPX 15V1530,Oct 1530 Puts,151002,16:00:00,1530,P,151016,0.475,0.02,0.15,0.3,,2,35212,-0.047,0.001,0.617,-6.904,-0.034,0,0.3
,SPX 15W1530,Nov 1530 Puts,151002,16:00:00,1530,P,151120,0.336,1.99,1.5,2.55,0.02,,869,-2.329,0.027,36.971,-12.559,-5.884,0.001,-1
,SPX 15W1530D30,NovM 1530 Puts,151002,16:00:00,1530,P,151130,0.325,2.97,2.8,3.1,-0.007,,,-3.032,0.031,51.84,-14.014,-9.549,0.002,-1
,SPX 15X1530,Dec 1530 Puts,151002,16:00:00,1530,P,151218,0.318,5.45,4.7,6,-0.018,,4,-4.565,0.038,83.677,-16.983,-19.219,0.005,-1
,SPX 16M1530D29,Jan16M 1530 Puts,151002,16:00:00,1530,P,160129,0.301,11.54,11,11.7,-0.016,,,-7.174,0.045,152.738,-19.097,-49.317,0.02,-1
,SPX 15V1535,Oct 1535 Puts,151002,16:00:00,1535,P,151016,,0.02,0.15,0.7,,,4256,-0.051,0.001,0.666,-0.737,-0.037,0,-1
,SPX 15W1535,Nov 1535 Puts,151002,16:00:00,1535,P,151120,0.335,2.06,1.6,2.65,0.034,9,535,-2.419,0.028,38.181,-13.087,-6.113,0.001,2.3
,SPX 15W1535D30,NovM 1535 Puts,151002,16:00:00,1535,P,151130,0.322,3.07,2.7,3.2,-0.039,,,-3.138,0.032,53.342,-13.963,-9.883,0.002,-1
,SPX 15V1540,Oct 1540 Puts,151002,16:00:00,1540,P,151016,,0.02,0.15,0.95,,,4375,-0.056,0.002,0.719,-0.792,-0.04,0,-1
,SPX 15W1540,Nov 1540 Puts,151002,16:00:00,1540,P,151120,,2.14,0.3,2.9,-0.252,,91,-2.512,0.029,39.429,-13.063,-6.351,0.001,-1
,SPX 15W1540D30,NovM 1540 Puts,151002,16:00:00,1540,P,151130,0.322,3.18,3,3.3,-0.009,,9,-3.247,0.033,54.887,-14.683,-10.23,0.002,-1
,SPX 15X1540,Dec 1540 Puts,151002,16:00:00,1540,P,151218,0.314,5.78,5,6.3,-0.022,,39,-4.845,0.04,87.798,-17.542,-20.404,0.006,-1
,SPX 16M1540,Jan16 1540 Puts,151002,16:00:00,1540,P,160115,0.303,9.93,8.9,10.5,-0.023,,12,-6.574,0.044,135.497,-19.211,-40.164,0.016,-1
,SPX 16M1540D29,Jan16M 1540 Puts,151002,16:00:00,1540,P,160129,0.298,12.09,11.6,12.2,-0.016,,,-7.527,0.047,158.434,-19.622,-51.739,0.023,-1
,SPX 15V1545,Oct 1545 Puts,151002,16:00:00,1545,P,151016,,0.02,0.15,0.75,,,943,-0.061,0.002,0.777,-0.852,-0.043,0,-1
,SPX 15W1545,Nov 1545 Puts,151002,16:00:00,1545,P,151120,0.331,2.22,1.75,2.8,0.027,,309,-2.609,0.03,40.718,-13.707,-6.599,0.001,-1
,SPX 15W1545D30,NovM 1545 Puts,151002,16:00:00,1545,P,151130,0.32,3.29,3.1,3.4,-0.012,,,-3.36,0.034,56.475,-15.028,-10.589,0.002,-1
,SPX 15V1550,Oct 1550 Puts,151002,16:00:00,1550,P,151016,0.452,0.02,0.15,0.3,,33,31950,-0.066,0.002,0.839,-6.832,-0.047,0,0.3
,SPX 15W1550,Nov 1550 Puts,151002,16:00:00,1550,P,151120,0.327,2.31,2,2.5,-0.009,173,36659,-2.709,0.031,42.049,-13.686,-6.857,0.001,3.06
,SPX 15W1550D30,NovM 1550 Puts,151002,16:00:00,1550,P,151130,0.318,3.4,3.2,3.5,-0.015,,1077,-3.478,0.035,58.109,-15.28,-10.962,0.003,-1
,SPX 15X1550,Dec 1550 Puts,151002,16:00:00,1550,P,151218,0.314,6.13,5.4,6.7,0.011,208,41710,-5.142,0.042,92.107,-18.74,-21.665,0.007,9.15
,SPX 16M1550,Jan16 1550 Puts,151002,16:00:00,1550,P,160115,0.3,10.43,9.4,11,-0.022,,6648,-6.915,0.046,140.869,-19.776,-42.241,0.019,-1
,SPX 16M1550D29,Jan16M 1550 Puts,151002,16:00:00,1550,P,160129,0.297,12.67,12.2,13.4,0.01,,38,-7.897,0.049,164.311,-20.533,-54.283,0.026,-1
,SPX 16O1550,Mar16 1550 Puts,151002,16:00:00,1550,P,160318,0.285,21.82,19.7,21.8,-0.049,,11342,-10.578,0.053,246.399,-20.305,-107.254,0.053,-1
,SPX 16R1550,Jun16 1550 Puts,151002,16:00:00,1550,P,160617,0.273,37.35,34.8,37.7,-0.029,,9032,-13.994,0.054,371.168,-19.091,-224.82,0.1,-1
,SPX 16U1550,Sep16 1550 Puts,151002,16:00:00,1550,P,160916,0.265,50.79,48.3,52.5,-0.005,1700,2120,-15.88,0.05,472.813,-17.393,-357.494,0.138,53.6
,SPX 15V1555,Oct 1555 Puts,151002,16:00:00,1555,P,151016,0.459,0.03,0.15,0.45,,,1134,-0.071,0.002,0.906,-8.563,-0.051,0,-1
,SPX 15W1555,Nov 1555 Puts,151002,16:00:00,1555,P,151120,0.326,2.4,1.9,3,0.021,,51,-2.814,0.032,43.422,-14.358,-7.126,0.001,-1
,SPX 15W1555D30,NovM 1555 Puts,151002,16:00:00,1555,P,151130,0.316,3.52,3.3,3.6,-0.02,,1,-3.599,0.036,59.788,-15.64,-11.349,0.003,-1
,SPX 15V1560,Oct 1560 Puts,151002,16:00:00,1560,P,151016,0.454,0.03,0.15,0.45,,,1304,-0.078,0.002,0.979,-8.54,-0.056,0,-1
,SPX 15W1560,Nov 1560 Puts,151002,16:00:00,1560,P,151120,0.319,2.49,1.15,3.4,-0.076,29,735,-2.924,0.033,44.839,-13.642,-7.406,0.001,2.7
,SPX 15W1560D30,NovM 1560 Puts,151002,16:00:00,1560,P,151130,0.314,3.64,3.4,3.7,-0.025,,44,-3.726,0.037,61.515,-15.903,-11.75,0.003,-1
,SPX 15X1560,Dec 1560 Puts,151002,16:00:00,1560,P,151218,0.321,6.5,5.3,10.1,0.185,,30,-5.458,0.045,96.612,-21.828,-23.007,0.009,-1
,SPX 16M1560,Jan16 1560 Puts,151002,16:00:00,1560,P,160115,0.296,10.96,9.9,11.6,-0.019,,,-7.276,0.048,146.429,-20.354,-44.43,0.022,-1
,SPX 16M1560D29,Jan16M 1560 Puts,151002,16:00:00,1560,P,160129,0.292,13.28,12.8,13.5,-0.01,,,-8.287,0.052,170.371,-20.699,-56.956,0.03,-1
,SPX 15V1565,Oct 1565 Puts,151002,16:00:00,1565,P,151016,0.448,0.03,0.15,0.45,,,1114,-0.085,0.002,1.058,-8.515,-0.061,0,-1
,SPX 15W1565,Nov 1565 Puts,151002,16:00:00,1565,P,151120,0.323,2.59,2.05,3.1,0.015,109,1516,-3.037,0.035,46.302,-15.144,-7.697,0.002,3.7
,SPX 15W1565D30,NovM 1565 Puts,151002,16:00:00,1565,P,151130,0.312,3.77,3.5,3.9,-0.019,,,-3.856,0.039,63.289,-16.382,-12.165,0.004,-1
,SPX 15V1570,Oct 1570 Puts,151002,16:00:00,1570,P,151016,0.45,0.03,0.15,0.55,,,2135,-0.092,0.003,1.144,-9.692,-0.066,0,-1
,SPX 15W1570,Nov 1570 Puts,151002,16:00:00,1570,P,151120,0.321,2.69,2.15,3.3,0.019,22,495,-3.155,0.036,47.811,-15.553,-8,0.002,2.95
,SPX 15W1570D30,NovM 1570 Puts,151002,16:00:00,1570,P,151130,0.311,3.9,3.6,4.1,-0.013,,30,-3.992,0.04,65.114,-16.765,-12.597,0.004,-1
,SPX 15X1570,Dec 1570 Puts,151002,16:00:00,1570,P,151218,0.305,6.9,6.2,7.5,-0.007,,28,-5.795,0.047,101.316,-19.866,-24.435,0.011,-1
,SPX 16M1570D29,Jan16M 1570 Puts,151002,16:00:00,1570,P,160129,0.29,13.92,13.6,14.1,-0.005,,,-8.696,0.054,176.615,-21.349,-59.763,0.034,-1
,SPX 15V1575,Oct 1575 Puts,151002,16:00:00,1575,P,151016,0.425,0.04,0.15,0.3,,4012,9335,-0.1,0.003,1.236,-7.023,-0.072,0,0.45
,SPX 15W1575,Nov 1575 Puts,151002,16:00:00,1575,P,151120,0.319,2.79,2.25,3.4,0.025,97,1972,-3.278,0.037,49.367,-16.079,-8.316,0.002,3.56
,SPX 15W1575D30,NovM 1575 Puts,151002,16:00:00,1575,P,151130,0.309,4.04,3.8,4.2,-0.01,,1076,-4.133,0.041,66.988,-17.265,-13.044,0.005,-1
,SPX 15X1575,Dec 1575 Puts,151002,16:00:00,1575,P,151218,0.306,7.11,6.4,7.8,0.023,378,7626,-5.971,0.049,103.746,-20.677,-25.183,0.012,10.6
,SPX 16M1575,Jan16 1575 Puts,151002,16:00:00,1575,P,160115,0.292,11.8,10.8,12.5,-0.013,,498,-7.853,0.052,155.128,-21.344,-47.937,0.027,-1
